,0
1488,10
1489,11
1490,11
1491,3
1492,3
1493,2
1494,6
1495,2
1496,2
1497,3
1498,11
1499,14
1500,14
1501,14
1502,11
1503,14
1504,11
1505,6
1506,8
1507,8
1508,2
1509,6
1510,2
1511,11
1512,3
1513,14
1514,10
1515,11
1516,6
1517,8
1518,10
1519,3
1520,2
1521,2
1522,6
1523,2
1524,11
1525,2
1526,14
1527,3
1528,11
1529,14
1530,3
1531,3
1532,11
1533,14
1534,11
1535,6
1536,3
1537,8
1538,11
1539,14
1540,2
1541,2
1542,10
1543,3
1544,5
1545,11
1546,3
1547,12
1548,3
1549,11
1550,8
1551,11
1552,3
1553,3
1554,2
1555,3
1556,3
1557,11
1558,11
1559,6
1560,11
1561,10
1562,12
1563,14
1564,6
1565,14
1566,3
1567,10
1568,11
1569,8
1570,3
1571,11
1572,3
1573,2
1574,10
1575,3
1576,8
1577,11
1578,12
1579,11
1580,3
1581,14
1582,8
1583,2
1584,14
1585,3
1586,3
1587,6
1588,6
1589,8
1590,6
1591,3
1592,8
1593,11
1594,3
1595,2
1596,3
1597,10
1598,14
1599,14
1600,11
1601,6
1602,12
1603,11
1604,10
1605,14
1606,3
1607,10
1608,6
1609,3
1610,11
1611,10
1612,3
1613,5
1614,3
1615,3
1616,3
1617,14
1618,14
1619,5
1620,2
1621,14
1622,14
1623,2
1624,3
1625,14
1626,3
1627,2
1628,3
1629,14
1630,14
1631,2
1632,11
1633,14
1634,14
1635,8
1636,8
1637,3
1638,11
1639,11
1640,11
1641,3
1642,11
1643,11
1644,8
1645,6
1646,6
1647,3
1648,10
1649,2
1650,3
1651,2
1652,11
1653,11
1654,3
1655,10
1656,3
1657,2
1658,10
1659,8
1660,11
1661,10
1662,3
1663,12
1664,3
1665,3
1666,11
1667,11
1668,11
1669,14
1670,11
1671,3
1672,2
1673,11
1674,3
1675,3
1676,2
1677,6
1678,14
1679,8
1680,2
1681,2
1682,2
1683,2
1684,10
1685,14
1686,3
1687,11
1688,11
1689,11
1690,14
1691,11
1692,11
1693,6
1694,14
1695,3
1696,2
1697,10
1698,11
1699,12
1700,14
1701,2
1702,14
1703,2
1704,11
1705,6
1706,11
1707,6
1708,11
1709,6
1710,3
1711,14
1712,3
1713,3
1714,3
1715,14
1716,10
1717,6
1718,3
1719,8
1720,14
1721,6
1722,3
1723,3
1724,5
1725,8
1726,3
1727,8
1728,2
1729,11
1730,14
1731,6
1732,2
1733,6
1734,14
1735,3
1736,6
1737,6
1738,14
1739,12
1740,11
1741,10
1742,3
1743,2
1744,8
1745,11
1746,6
1747,3
1748,10
1749,11
1750,3
1751,14
1752,8
1753,2
1754,10
1755,11
1756,10
1757,3
1758,10
1759,3
1760,3
1761,14
1762,10
1763,11
1764,11
1765,12
1766,10
1767,3
1768,14
1769,6
1770,8
1771,11
1772,8
1773,6
1774,11
1775,11
1776,12
1777,11
1778,3
1779,3
1780,14
1781,3
1782,10
1783,8
1784,6
1785,3
1786,3
1787,12
1788,11
1789,11
1790,8
1791,5
1792,6
1793,5
1794,11
1795,12
1796,3
1797,3
1798,11
1799,6
1800,3
1801,12
1802,11
1803,6
1804,10
1805,14
1806,11
1807,3
1808,5
1809,3
1810,2
1811,11
1812,6
1813,3
1814,11
1815,12
1816,11
1817,3
1818,10
1819,14
1820,6
1821,14
1822,6
1823,14
1824,11
1825,14
1826,5
1827,11
1828,3
1829,6
1830,3
1831,11
1832,14
1833,3
1834,6
1835,11
1836,14
1837,10
1838,3
1839,6
1840,10
1841,2
1842,12
1843,14
1844,8
1845,10
1846,14
1847,11
1848,8
1849,11
1850,11
1851,3
1852,14
1853,3
1854,14
1855,14
1856,6
1857,6
1858,6
1859,14
1860,6
1861,11
1862,11
1863,2
1864,12
1865,14
1866,2
1867,12
1868,11
1869,2
1870,5
1871,14
1872,5
1873,10
1874,3
1875,2
1876,2
1877,11
1878,11
1879,14
1880,2
1881,10
1882,8
1883,11
1884,8
1885,3
1886,10
1887,2
1888,11
1889,2
1890,11
1891,2
1892,11
1893,11
1894,3
1895,3
1896,11
1897,5
1898,6
1899,14
1900,10
1901,2
1902,2
1903,3
1904,2
1905,6
1906,11
1907,11
1908,3
1909,3
1910,3
1911,2
1912,14
1913,3
1914,14
1915,14
1916,6
1917,10
1918,8
1919,3
1920,3
1921,2
1922,10
1923,6
1924,11
1925,14
1926,11
1927,12
1928,11
1929,14
1930,14
1931,11
1932,3
1933,14
1934,3
1935,14
1936,11
1937,14
1938,2
1939,11
1940,3
1941,2
1942,3
1943,11
1944,3
1945,12
1946,8
1947,3
1948,11
1949,3
1950,6
1951,12
1952,11
1953,11
1954,11
1955,12
1956,11
1957,2
1958,3
1959,11
1960,11
1961,14
1962,11
1963,12
1964,10
1965,14
1966,11
1967,2
1968,3
1969,6
1970,11
1971,6
1972,2
1973,3
1974,11
1975,14
1976,14
1977,2
1978,14
1979,14
1980,14
1981,11
1982,12
1983,3
1984,14
1985,2
1986,2
1987,11
1988,14
1989,12
1990,11
1991,6
1992,11
1993,12
1994,3
1995,10
1996,2
1997,11
1998,11
1999,11
2000,14
2001,2
2002,10
2003,14
2004,12
2005,2
2006,5
2007,5
2008,3
2009,5
2010,14
2011,14
2012,3
2013,11
2014,3
2015,14
2016,14
2017,3
2018,11
2019,6
2020,10
2021,11
2022,3
2023,8
2024,11
2025,14
2026,3
2027,14
2028,3
2029,2
2030,11
2031,11
2032,14
2033,11
2034,5
2035,3
2036,14
2037,2
2038,3
2039,11
2040,12
2041,3
2042,11
2043,11
2044,12
2045,6
2046,14
2047,2
2048,3
2049,11
2050,3
2051,10
2052,2
2053,11
2054,14
2055,11
2056,3
2057,14
2058,14
2059,6
2060,14
2061,11
2062,2
2063,2
2064,14
2065,11
2066,8
2067,11
2068,8
2069,11
2070,6
2071,3
2072,11
2073,11
2074,12
2075,6
2076,14
2077,12
2078,11
2079,6
2080,11
2081,2
2082,3
2083,3
2084,12
2085,14
2086,12
2087,11
2088,5
2089,11
2090,11
2091,14
2092,2
2093,11
2094,14
2095,2
2096,3
2097,5
2098,6
2099,11
2100,3
2101,10
2102,3
2103,3
2104,11
2105,14
2106,3
2107,3
2108,11
2109,2
2110,2
2111,10
2112,2
2113,2
2114,6
2115,3
2116,11
2117,11
2118,3
2119,8
2120,14
2121,11
2122,11
2123,14
2124,3
2125,11
2126,10
2127,12
2128,3
2129,11
2130,2
2131,8
2132,11
2133,3
2134,2
2135,8
2136,2
2137,14
2138,14
2139,11
2140,14
2141,5
2142,11
2143,11
2144,2
2145,12
2146,5
2147,11
2148,3
2149,14
2150,11
2151,14
2152,8
2153,3
2154,3
2155,11
2156,14
2157,2
2158,6
2159,3
2160,11
2161,5
2162,11
2163,11
2164,11
2165,8
2166,10
2167,14
2168,3
2169,14
2170,3
2171,3
2172,6
2173,12
2174,11
2175,3
2176,11
2177,3
2178,14
2179,14
2180,3
2181,11
2182,2
2183,6
2184,3
2185,3
2186,11
2187,3
2188,11
2189,10
2190,11
2191,11
2192,14
2193,14
2194,11
2195,11
2196,3
2197,3
2198,2
2199,2
2200,2
2201,8
2202,14
2203,11
2204,10
2205,11
2206,11
2207,3
2208,14
2209,11
2210,14
2211,8
2212,10
2213,2
2214,2
2215,10
2216,12
2217,3
2218,14
2219,10
2220,10
2221,3
2222,11
2223,12
2224,14
2225,14
2226,14
2227,3
2228,11
2229,11
2230,3
2231,14
2232,11
2233,11
2234,10
2235,6
2236,3
2237,11
2238,3
2239,2
2240,10
2241,6
2242,2
2243,5
2244,3
2245,11
2246,14
2247,2
2248,10
2249,3
2250,11
2251,11
2252,14
2253,6
2254,12
2255,10
2256,11
2257,14
2258,14
2259,3
2260,3
2261,11
2262,3
2263,3
2264,3
2265,12
2266,12
2267,3
2268,5
2269,3
2270,8
2271,2
2272,2
2273,11
2274,5
2275,3
2276,14
2277,2
2278,3
2279,14
2280,8
2281,11
2282,6
2283,2
2284,11
2285,6
2286,2
2287,14
2288,11
2289,6
2290,14
2291,14
2292,3
2293,14
2294,10
2295,3
2296,2
2297,11
2298,14
2299,6
2300,11
2301,11
2302,11
2303,11
2304,11
2305,11
2306,3
2307,14
2308,3
2309,6
